TYPE,PROJECT,QUAD_24K,SM_NAME,SM_TYPE,SMD_TYPE,MVMTDATE,COL_DATE,NC_CNTY,ROAD,RD_AZ,SA_ASPCT,DATA_SRC,EL_HEAD,EL_APEX,EL_TOE,SLP_CNFG,D_MASS_L,D_MASS_W,D_MASS_T,TRKLENG,DAMAGE,MVMT_HIS,REMARKS,SOURCE1,SOURCE2,NCGSINVS,LAT,LONG,COMBTYPE
Deposit,Geohazards,GRANDFATHER MOUNTAIN,GM15,,block field,Unknown,,Avery,,0,248,Dr. Michalek,0,4400,4000,,1772,1394,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.07839,-81.85703,block field
Deposit,Geohazards,JEFFERSON,JF1,,debris fan,Unknown,,Ashe,,0,191,Dr. Michalek,0,3200,2960,,2428,1230,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.45513,-81.43202,debris fan
Deposit,Geohazards,LAUREL SPRINGS,LS1,,debris fan,Unknown,,Ashe,,0,147,Dr. Michalek,0,2960,2820,,869,541,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.43222,-81.3047,debris fan
Deposit,Geohazards,LAUREL SPRINGS,LS2,,debris fan,Unknown,,Alleghany,,0,171,Dr. Michalek,0,3230,3040,,1394,787,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.46827,-81.2655,debris fan
Deposit,Geohazards,MAPLE SPRINGS,MS1,,debris fan,Unknown,,Watauga,,0,166,Dr. Michalek,0,3040,2400,,5052,1772,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.2281,-81.4942,debris fan
Deposit,Geohazards,SHERWOOD,SH1,,debris fan,Unknown,,Watauga,,0,248,Dr. Michalek,0,3160,2880,,1509,2083,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.30355,-81.80148,debris fan
Deposit,Geohazards,SHERWOOD,SH2,,debris fan,Unknown,,Watauga,,0,17,Dr. Michalek,0,3000,2840,,951,820,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.28352,-81.83478,debris fan
Deposit,Geohazards,SHERWOOD,SH3,,debris fan,Unknown,,Watauga,,0,225,Dr. Michalek,0,2960,2800,,1115,492,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.26761,-81.80495,debris fan
Deposit,Geohazards,SHERWOOD,SH4,,debris fan,Unknown,,Watauga,,0,95,Dr. Michalek,0,2980,2720,,984,968,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.25873,-81.81273,debris fan
Deposit,Geohazards,SHERWOOD,SH5,,debris fan,Unknown,,Watauga,,0,189,Dr. Michalek,0,2760,2640,,705,623,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.25481,-81.80483,debris fan
Deposit,Geohazards,SHERWOOD,SH6,,debris fan,Unknown,,Watauga,,0,248,Dr. Michalek,0,2960,2800,,689,394,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.25727,-81.8274,debris fan
Deposit,Geohazards,SHERWOOD,SH7,,debris fan,Unknown,,Watauga,,0,289,Dr. Michalek,0,2840,2680,,558,377,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.25313,-81.82914,debris fan
Process,Geohazards,WHITE ROCK,Pounding Mill 1,,,09/06-17/2004,,Madison,,0,44,Tom Collins - USFS,2960,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.99716,-82.72183,
Process,Geohazards,GREYSTONE,Pounding Mill 2,,,09/06-17/2004,,Madison,,0,145,Tom Collins - USFS,3360,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,36.00416,-82.72,
Process,Geohazards,GLOBE,Mills Knob,,,09/06-17/2004,,Caldwell,,0,198,Tom Collins - USFS,2570,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,36.0665,-81.67066,
Process,Geohazards,COLLETTSVILLE,Loose Mountain 1,,,09/06-17/2004,,Caldwell,,0,210,Tom Collins - USFS,2330,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.961,-81.744,
Process,Geohazards,COLLETTSVILLE,Loose Mountain 2,,,09/06-17/2004,,Caldwell,,0,300,Tom Collins - USFS,1850,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.95966,-81.735,
Deposit,Geohazards,SHERWOOD,SH8,,debris fan,Unknown,,Watauga,,0,119,Dr. Michalek,0,2800,2600,,656,328,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.25841,-81.86535,debris fan
Deposit,Geohazards,SHERWOOD,SH9,,debris fan,Unknown,,Watauga,,0,344,Dr. Michalek,0,3160,3000,,951,623,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.2542,-81.87247,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC1,,debris fan,Unknown,,Watauga,,0,200,Dr. Michalek,0,2960,2720,,1148,984,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.21317,-81.76372,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC2,,debris fan,Unknown,,Watauga,,0,43,Dr. Michalek,0,2800,2700,,1427,755,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.19472,-81.76396,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC3,,debris fan,Unknown,,Watauga,,0,134,Dr. Michalek,0,3120,2760,,2461,2034,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.19496,-81.79825,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC4,,debris fan,Unknown,,Watauga,,0,108,Dr. Michalek,0,3280,3120,,968,459,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17539,-81.80272,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC5,,debris fan,Unknown,,Watauga,,0,99,Dr. Michalek,0,3600,3160,,2133,755,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17052,-81.80942,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC6,,debris fan,Unknown,,Watauga,,0,5,Dr. Michalek,0,4360,4120,,1493,755,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16587,-81.82225,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC7,,debris fan,Unknown,,Avery,,0,10,Dr. Michalek,0,3960,3750,,2034,623,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14584,-81.84745,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC8,,debris fan,Unknown,,Avery,,0,339,Dr. Michalek,0,3800,3640,,1509,656,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14512,-81.85525,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC9,,debris fan,Unknown,,Watauga,,0,155,Dr. Michalek,0,3320,3080,,1362,968,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.1592,-81.78665,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC10,,debris fan,Unknown,,Watauga,,0,359,Dr. Michalek,0,3480,3200,,1476,837,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14013,-81.79182,debris fan
Deposit,Blue Ridge Parkway,MONTREAT,MRR-35,,block field,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,55,331,NCGS,0,5800,5200,Unmodified,700,650,0,0,,,,,,"RW, RL",35.71885,-82.35701,block field
Deposit,Blue Ridge Parkway,MONTREAT,MRR-36,,block stream,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,18,292,NCGS,0,5800,5520,Unmodified,700,150,0,0,,,,,,"RW, RL",35.71728,-82.36049,block stream
Deposit,Blue Ridge Parkway,MONTREAT,MRR-37,,block stream,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,34,304,NCGS,0,5720,5440,Unmodified,700,100,0,0,,,,,,"RW, RL",35.71384,-82.3625,block stream
Deposit,Blue Ridge Parkway,MONTREAT,MRR-38,,block field,Unknown,1/11/2005,Buncombe,Blue Ridge Parkway,65,339,NCGS,0,5840,5600,Unmodified,550,1100,0,0,,,,,,"RW, RL",35.7086,-82.36788,block field
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPR-95,,block stream,Unknown,1/12/2005,Buncombe,Blue Ridge Parkway,157,276,NCGS,0,5200,4600,Unmodified,1100,600,0,0,,,,,,"RW, RL",35.69571,-82.39031,block stream
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPR-96,,block stream/field,Unknown,1/12/2005,Buncombe,Blue Ridge Parkway,94,175,NCGS,0,5000,4640,Unmodified,1000,350,0,0,,,,,,"RW, RL",35.69661,-82.39369,block stream/field
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPR-25,,block field,Unknown,1/12/2005,Buncombe,Blue Ridge Parkway,126,215,NCGS,0,5200,4720,Unmodified,700,1100,0,0,,,,,,"RW, RL",35.69722,-82.39679,block field
Deposit,Blue Ridge Parkway,CRAGGY PINNACLE,CPR-97,,block field,Unknown,1/12/2005,Buncombe,Blue Ridge Parkway,55,157,NCGS,0,4900,4620,Unmodified,450,400,0,0,,,,,,"RW, RL",35.69761,-82.40406,block field
Process,Geohazards,MT MITCHELL,Cattail 1,,,09/06-17/2004,,Yancey,,0,274,Tom Collins - USFS,5170,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.81366,-82.2625,
Process,Geohazards,MT MITCHELL,Cattail 2,,,09/06-17/2004,,Yancey,,0,275,Tom Collins - USFS,4230,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.832,-82.26383,
Process,Geohazards,MONTREAT,Stoney Fort,,,09/06-17/2004,,Buncombe,,0,316,Tom Collins - USFS,4270,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.71516,-82.3755,
Process,Geohazards,SHINING ROCK,Davidson River,,,09/06-17/2004,,Transylvania,,86,161,Tom Collins - USFS,2420,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.28383,-82.80533,
Process,Landslide Hazard Mapping,COVE CREEK GAP,I-40 MM 11.2 EB,Debris Slide,,1966-1967,Unknown,Haywood,Interstate 40,298,203,NCDOT,2380,0,0,Road Embankment,150,250,0,0,Traveled way affected,Unknown,Inclinometers installed and earth wall constructed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.6942,-83.0403,Debris Slide
Process,Landslide Hazard Mapping,SAM KNOB,Green Creek Slide,Rock Slide/Fall,,6/25/1988,7/13/1989,Haywood,NC Highway 215,310,40,NCDOT,3900,0,3820,Road Cut,45,75,0,0,Closed road,2 slide events,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.35031,-82.90585,Rock Slide/Fall
Process,Landslide Hazard Mapping,DELLWOOD,Factor Branch,Earth Slide,,Unknown,7/16/1990,Haywood,US Highway 19-276,70,160,NCDOT,2750,0,2720,Road Cut,30,160,15,0,Shoulder affected,Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.5262,-83.012,Earth Slide
Process,Landslide Hazard Mapping,WATERVILLE,I-40 MM 2.5,Rock Slide/Fall,,Unknown,7/20/1990,Haywood,Interstate 40,150,240,NCDOT,1800,0,1680,Road Cut,100,1000,0,0,"Ditchline, shoulder and traveled way affected",Unknown,"Relocated road; new subsurface drains, wire mesh drapes, and rock bolts installed",NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.7529,-83.0671,Rock Slide/Fall
Process,Landslide Hazard Mapping,SHINING ROCK,276 PF3,Debris Flow,,,10/5/2005,Haywood,Highway 276,330,70,NCGS,3840,0,0,Road Embankment,300,50,10,0,Unknown -- appears to have affected the shoulder of the road and possibly the road itself,Unknown,Road embankment replaced with rock fill,,,"RW, RL",35.37115,-82.80688,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B070_001,Debris Flow,,08/10-17/1940,,Watauga,,0,210,NCGS,2800,0,2200,Unmodified,0,65,0,1550,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.22135,-81.55331,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DG_6B070_002,Debris Flow,,08/10-17/1940,,Watauga,,0,170,NCGS,2850,0,2700,Unmodified,0,100,0,220,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.2252,-81.55781,Debris Flow
Process,Landslide Hazard Mapping,DEEP GAP,DB_6B070_003,Debris Flow,,08/10-17/1940,,Watauga,,0,135,NCGS,3050,0,2600,Unmodified,0,50,0,750,Unknown,"Failed during August 10-17, 1940 hurricane",,,,,36.22633,-81.55775,Debris Flow
Process,Landslide Hazard Mapping,WAYNESVILLE,Pigeon Gap,Debris Slide,,Mar-90,7/16/1990,Haywood,US Highway 276,90,180,NCDOT,2920,0,0,Road Cut,100,200,0,0,"Shoulder, traveled way, and entire roadway affected",3 failures,Inclinometers installed,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.47452,-82.94781,Debris Slide
Process,Landslide Hazard Mapping,WATERVILLE,I-40 MM 0.4,Rock Slide/Fall,,1989-1990,7/20/1990,Haywood,Interstate 40,125,215,NCDOT,1700,0,1600,Road Cut,150,100,0,0,Ditchline and shoulder affected,3 failures,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,35.77419,-83.09028,Rock Slide/Fall
Process,Landslide Hazard Mapping,CLYDE,I-40 MM 22.5,Rock Slide,,Unknown,12/7/1990,Haywood,Interstate 40,310,40,NCDOT,0,0,2760,Road Cut,25,35,8,0,Ditchline affected,Unknown,,NCDOT data provided by Anne Witt; locations determined based on descriptions in spreadsheet,,,35.5796,-82.9846,Rock Slide
Process,Landslide Hazard Mapping,ROSMAN,Brevard Slide,Debris Flow,,1970,Unknown,Transylvania,,0,108,R. Scott,2820,0,0,Road Embankment,0,0,0,0,Unknown,Unknown,,"Witt, A.C., 2005, Using a GIS (geographic information system) to model slope instability and debris flow hazards in the French Broad River watershed, North Carolina:  Masters thesis, North Carolina State University, Raleigh, NC, 165 p.",,,35.1919,-82.86755,Debris Flow
Process,Landslide Hazard Mapping,SYLVA NORTH,Skyland Drive,Debris Slide,,Unknown,7/12/2005,Jackson,Skyland Drive,45,140,Kevin Shuler - Homeowner,2320,0,2260,Road Cut,80,180,0,0,Affecting travel way,"Several generations of patch work in road; ""big slow mover""",See NCDOT report on file for more details,,,"RW, RL",35.40785,-83.15581,Debris Slide
Process,Landslide Hazard Mapping,NORTHWEST DURHAM,Duke Gardens,Debris Slide,,Jan-84,,Durham,Flowers Drive,210,142,Duncan Heron - Duke Professor Emeritus,385,0,350,Road Embankment,220,200,0,0,Severely damaged road; cracks in medical school building,"Movement began in January 1984; ""Big slow mover""",,,,"RW, RL",36.0041,-78.9344,Debris Slide
Deposit,Landslide Hazard Mapping,DELLWOOD,HGDW-1,,debris fan,Unknown,,Haywood,,0,127,Hadley and Goldsmith,0,3400,3200,Unmodified,1000,750,0,0,Unknown,Unknown,,"Hadley, J.B. and Goldsmith, R., 1963, Geology of the eastern Great Smoky Mountains, North Carolina and Tennessee.  U.S. Geological Survey Professional Paper 349-B, 118 p.",,,35.5048,-83.1129,debris fan
Deposit,Landslide Hazard Mapping,DELLWOOD,HGDW-2,,debris fan,Unknown,,Haywood,,0,93,Hadley and Goldsmith,0,3440,3240,Unmodified,0,0,0,0,Unknown,Unknown,,"Hadley, J.B. and Goldsmith, R., 1963, Geology of the eastern Great Smoky Mountains, North Carolina and Tennessee.  U.S. Geological Survey Professional Paper 349-B, 118 p.",,,35.5014,-83.1153,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC11,,debris fan,Unknown,,Watauga,,0,6,Dr. Michalek,0,3760,3200,,3871,1968,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.13223,-81.80032,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC12,,debris fan,Unknown,,Watauga,,0,8,Dr. Michalek,0,3240,3040,,935,459,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15175,-81.77737,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC13,,debris fan,Unknown,,Watauga,,0,152,Dr. Michalek,0,3240,3080,,1017,525,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15992,-81.77784,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC14,,debris fan,Unknown,,Watauga,,0,142,Dr. Michalek,0,3200,3080,,1345,673,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16221,-81.77439,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC15,,debris fan,Unknown,,Watauga,,0,148,Dr. Michalek,0,3280,3040,,1427,919,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16656,-81.7726,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC16,,debris fan,Unknown,,Watauga,,0,340,Dr. Michalek,0,3200,3000,,771,443,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15539,-81.76604,debris fan
Process,Geohazards,SAM KNOB,Pisgah 1,,,09/06-17/2004,,Haywood,,0,303,Tom Collins - USFS,4680,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.33638,-82.89972,
Process,Geohazards,SHINING ROCK,Pisgah 2,,,09/06-17/2004,,Haywood,,329,66,Tom Collins - USFS,5440,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.33111,-82.86889,
Process,Geohazards,SAM KNOB,Pisgah 4,,,09/06-17/2004,,Transylvania,,0,157,Tom Collins - USFS,3840,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.28138,-82.89416,
Process,Geohazards,RAINBOW SPRINGS,Wayah 1,,,09/06-17/2004,,Macon,,0,79,Tom Collins - USFS,3380,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.11694,-83.53333,
Process,Geohazards,RAINBOW SPRINGS,Wayah 2,,,09/06-17/2004,,Macon,,0,108,Tom Collins - USFS,3600,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.10861,-83.53083,
Process,Geohazards,WAYAH BALD,Wayah 3,,,09/06-17/2004,,Macon,,0,134,Tom Collins - USFS,2850,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.16944,-83.53194,
Process,Geohazards,WAYAH BALD,Wayah 4,,,09/06-17/2004,,Macon,,95,185,Tom Collins - USFS,0,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.165,-83.53056,
Process,Geohazards,WAYAH BALD,Wayah 6,,,09/06-17/2004,,Macon,,0,112,Tom Collins - USFS,3670,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.14889,-83.55917,
Process,Geohazards,WAYAH BALD,Wayah 7,,,09/06-17/2004,,Macon,,0,114,Tom Collins - USFS,2790,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.15806,-83.53806,
Process,Geohazards,WAYAH BALD,Wayah 8,,,09/06-17/2004,,Macon,,0,355,Tom Collins - USFS,4480,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.13361,-83.54639,
Process,Geohazards,WAYAH BALD,Wayah 9,,,09/06-17/2004,,Macon,,0,87,Tom Collins - USFS,0,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.15139,-83.52722,
Process,Geohazards,WAYAH BALD,Wayah 10,,,09/06-17/2004,,Macon,,0,108,Tom Collins - USFS,0,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.14833,-83.52972,
Process,Geohazards,WAYAH BALD,Wayah 11,,,09/06-17/2004,,Macon,,0,176,Tom Collins - USFS,3230,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.14556,-83.51861,
Process,Geohazards,WAYAH BALD,White Oak EF,Debris Flow,,09/16-17/2004,1/25/2006,Macon,Gator Rdg,170,60,"Tom Collins (USFS), Josh Ward (Mcn Cty)",3570,0,3260,Road Embankment,0,100,10,550,Damaged road; blocked river,Failed during Hurricane Ivan,,,,"RW, RL",35.21666,-83.61111,Debris Flow
Process,Geohazards,WAYAH BALD,Wayah 13,,,09/06-17/2004,,Macon,,0,,Tom Collins - USFS,0,0,0,,0,0,0,0,,Failed during Hurricane Frances or Ivan,,,,,35.16472,-83.5,
Process,Geohazards,LAKE LURE,Peaks at Lake Lure,Debris Flow,,09/16-17/2004,4/22/2005,Rutherford,off Island Creek Road,0,282,Steve Parrot - LQS,1370,0,1000,Embankment - Not Road Related,0,70,5,800,Removed portion of future home site,Failed during Hurricane Ivan,Logs in embankment. Owners of lot are unaware of slope failure as of 4/22/05.  Contacted NCGS on 11/08/05.,,,"RW, RL",35.40746,-82.18344,Debris Flow
Process,Geohazards,DEEP GAP,Elk Creek North,Composite,,Unknown,4/26/2005,Watauga,Elk Creek Road,195,295,NCGS,1850,0,1720,Road Embankment (?),0,0,0,300,,,Coordinates taken at toe; combination of rock fall and embankment failure/debris flow - the two coalesce.,,,"RW, RL",36.19194,-81.52741,Composite
Process,Geohazards,DEEP GAP,Rocky Knob,Debris Slide,,Unknown,4/26/2005,Watauga,,0,235,Phil Kimbrell - Barrier Engineering,2400,0,0,Unmodified,0,30,0,0,,,Deposit exposed during excavation for road in a new subdivision,,,"RW, RL",36.15346,-81.52475,Debris Slide
Deposit,Geohazards,VALLE CRUCIS,VC17,,debris fan,Unknown,,Watauga,,0,19,Dr. Michalek,0,3160,3080,,787,427,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15384,-81.7641,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC18,,debris fan,Unknown,,Watauga,,0,332,Dr. Michalek,0,3200,3000,,1132,476,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.15726,-81.75987,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC19,,debris fan,Unknown,,Watauga,,0,331,Dr. Michalek,0,3160,3000,,787,410,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.16059,-81.75677,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC20,,debris fan,Unknown,,Watauga,,0,120,Dr. Michalek,0,3160,3060,,1263,377,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.17529,-81.75223,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC21,,debris fan,Unknown,,Watauga,,0,6,Dr. Michalek,0,3200,3140,,755,935,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.14049,-81.77038,debris fan
Deposit,Geohazards,VALLE CRUCIS,VC22,,debris fan,Unknown,,Watauga,,0,126,Dr. Michalek,0,3440,3200,,1952,1411,0,0,,,,"Michalek, D.D., 1968, Fanlike features and related periglacial phenomena of the southern Blue Ridge [Ph.D Dissertation]:  University of North Carolina at Chapel Hill, 198 p.",,,36.1473,-81.80506,debris fan
Deposit,Geohazards,DEEP GAP,Elk Creek South,,debris fan,08/10-17/1940,4/26/2005,Watauga,Elk Creek Road,220,125,NCGS,0,0,0,Unmodified,0,0,0,0,Unknown,Failed during mid-August 1940 storm,,,,"RW, RL",36.16876,-81.50291,debris fan
Deposit,Blue Ridge Parkway,DUNSMORE MOUNTAIN,DMR-3,,block field,Unknown,2/24/2004,Henderson,Blue Ridge Parkway,95,195,NCGS,0,3800,3520,Unmodified,400,250,0,0,Unknown,Unknown,,,,"RW, RL",35.4552,-82.6774,block field
